Tweet,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,num_labels
oh ya mbak aku dong punya kaos naga bonar jadi gubernur jabar ayo mbak punya tidak,0,0,0,0,0,0,0
dasar homo,1,0,0,0,0,1,2
kalau pemerintah marah rezim komunis,0,1,0,1,0,0,2
pemerintah anti kritik pemerintah anti islam pemerintah antek partai komunis indonesia pemerintah yahudi bikin aksi kan tai banget,0,1,1,1,0,0,3
papah picek,1,0,0,0,1,0,2
dia,1,0,0,0,1,0,2
hati hati kali ini akan usir ahmadiyah nanti kristen menyusul buddha lama lama sunni juga usir,0,1,1,0,0,0,2
negara ini sudah terjual inilah dekat lek jokowi itu negara sudah di keteng dan sudah ada dua pemerintah di negara ini calon pegawai negeri sipil tahun ini di khususkan untuk sinamata sipit sudah memerkosa negara sendiri pengkhianat dasar partai komunis indonesia,1,0,0,1,0,0,2
wooyyy ibumu pelacur ya pantas saja kelakuan kamu bejat dasar anak wkwk di,0,1,0,0,0,1,2
habib sinting kan anonim tidak usah di dengarkan sakit jiwa dia uniform resource locator,1,0,0,0,1,0,2
bambang muka kontol kamu hina ulama gue dasar hajar komunis antek,1,0,0,1,1,1,4
sebelum saudi tentara tiba di suriah isis banci lari ke libya resource uniform locator uniform resource locator,0,1,1,0,0,1,3
apakah para pernah ulama kiai ustaz ataupun guru mengaji mengajarkan bahwa umar bin khattab ra pernah memberikan sesuatu kepada rakyatnya dengan cara seperti halo ini partai demokrasi indonesia perjuangan pikir ganti presiden,0,1,1,0,0,0,2
tunggu komando imam bejat cabul tai bir x f di xba dan kenapa bawa ulama dasar banj sempak,1,0,0,0,0,1,2
ayat apa yang dingajikan perintah perangi bunuh dan penggal kafir,0,1,1,0,0,0,2
cina apa kamu,0,1,0,1,0,0,2
cebong kebanyakan istilah tapi tetap saja hasilnya,0,1,0,0,0,0,1
sampean sarap ya kalau impor pesawat terbagi tidak pak ini impor garam tidak terbayang indonesia yang isinya garam semua kok garam juga diimpor dasar otak kamu ampu kaki,1,0,0,0,0,0,1
monyet prabowo ini memang lucu,1,0,0,0,0,0,1
siap menangkan jokowi biar kaum sumbu pendek makin kejang kejang,0,1,0,0,0,0,1
ngentot di indekos dengan pacar uniform resource locator,0,0,0,0,0,0,0
para jenderal propaganda mereka propaganda dengan jualan utamanya partai indonesia dan cinaisasi,0,1,0,1,0,0,2
kamu bong tidak dengar jeritan petani tidak jeritan dengar petani apa garam jangan kamu bolot akut pemerataan apa yang kamu maksud bong gue mohon dengan sangat segeralah bersihkan kerak otak lumpur kamu yang sudah mengira,1,0,0,0,1,0,2
pak yang menolak negara di islam indonesia harus berani kua membubarkan pengadilan agama,0,1,1,0,0,0,2
pemikiran itu biasa sekarang ini banyak korban dibunuh tentara polisi masarakat juga di bunuh separatis picek kah matamu,1,0,0,0,1,0,2
he kontol jangan sok pemes kamu di muka kayak memek orang tua kamu kayak monyet agama saja agama kontol,1,0,1,0,1,1,4
yang makar omonganmu zon suka adu domba dan bawa nama islam agama pegangan hidup jangan seseorang sok suci kamu zon mulutmu dower bacot banyak,1,0,0,0,1,0,2
pendukung jokowi kalau dia pribumi berarti dia jongos cina komunis penghianat bangsa,0,1,0,1,0,0,2
performancenya tidak ada cacat fals sedikitpun sejujurnya panggungnya konsepnya apalagi efeknya keren banget woooooii,0,0,0,0,0,0,0
berbicara sih apaan sudah suruh sih cabul dulu pulang jangan jadi banci,1,0,0,0,0,1,2
subhan allah kenangan yang tidak akan terlupakan saat umat islam bersatu melaksanakan salat jum at pada aksi bulan terlewat padahal sebelumnya banyak yang menjegal amp menggapai sepele amp tidak takut dengan suara umat islam kita buktikan nanti insya allah gantipres,1,0,0,0,0,0,1
kecacatan lgbt diberi ruang kononnya kebebasan hak hedonisme dirancakkan lagi dengan radio head,0,0,0,0,0,0,0
makannya gue suruh baca anggaran pendapatan dan belanja negara biar tidak bego kamu lihat itu asumsi harga minyak di anggaran pendapatan dan belanja negara pakai angka berapa dan kenapa ada revisi anggaran pendapatan dan belanja negara makanya jangan cuma ambil berita tetapi tidak bisa analisis susah sih berbicara sama anonim belum wkwk,1,0,0,0,0,0,1
orang munafik lebih berbahaya buu semoga allah melindungi kita semua,0,0,0,0,0,0,0
susu kontol manis susu kental manis xf x f x x,0,0,0,0,0,0,0
mari cari pemimpin yang berkualitas bukan nyinyir jalanan kayak prabowo uniform resource locator,1,0,0,0,0,0,1
mau sampai budek di deact kayak bagaimana pun akunnya jinkiw kalau memang ada kebijakan baru itu akun tidak akan masuk mantap gue rasa tidak,0,0,0,0,0,0,0
tahun ke depan tidak bakal menghabiskan waktu buat membenci anies sandi,1,0,0,0,0,0,1
cebong berbicara data xf x f x x xf x f x x xf x f x x,1,0,0,0,0,0,1
melina berarti pernah main sitip adalah,0,0,0,0,0,0,0
heboh anies bertemu erdogan warganet gubernur rasa presiden tidak plonga plongo mengobrolnya menyambung tidak plonga plongo pemimpin muslim ya begini komen warganet,0,0,0,0,0,0,0
ini manusia apa anjing mati matian rela jadi murtad demi babi kafir uniform locator,1,0,1,0,0,0,2
yahudi meminta bangkai jerman sama sana tempat ibadah,0,1,1,1,0,0,3
kalau pemerintah marah berarti ini rezim komunis,0,1,0,1,0,0,2
prabowo jangan suka pakai kopiah orang lain nanti disangka tak punya uang uniform resource locator,1,0,0,0,0,0,1
bukannya malu kok malah idiot tertawa dasar,1,0,0,0,1,0,2
yang punya hak impunitas dilindungi undang undang md adalah bebas mau berbicara apa saja pantas saja undang undang itu dikebut buatannya main ketok saja langsung anda yang mengetuk pengesahannya kan,0,0,0,0,0,0,0
jadi cowok banyak bacot amat sih anjing mau gue gampar saja rasanya,1,0,0,0,0,0,1
didungukan anda dan diperbudak islam bung hnw subhanahu allah wa taala bukan tuhan sosok dungu biadab,0,1,1,0,0,0,2
makanya like the game itself is sangat open to everything fuck kamu mau markus ngewe sama simon instead sure here is the canon in game cerita xe x x orang bikin itu bertiga sama markus jadi poli serah dan nbut as biasanya bule itu memang banyak,1,0,0,0,0,1,2
islam dibutuhkan kalau pas pemilihan umum saja sesudah itu diinjak ayo kita daftar hitam partai politik dan rezim anti islam,0,1,1,0,0,0,2
mau bukti ke radikal an hati dan front pembela islam apa kurang bukti setiap orasi orasinya hati dan front pembela islam selalu memfitnah dan caci maki terhadap pemerintah kepolisian republik indonesia bahkan ulama kiai kiai dasar otak bebek pura pura buta dan tuli dengan otak junj,0,1,1,0,1,0,3
iya pakai kendaraan umum saja jablay,1,0,0,0,0,1,2
dicap radikal tentu ada buktinya seperti organisasi masyarakat yang terang terangan mendukung isis atau melabeli umat dan ulama yang berbeda pendapat kafir dan munafik,0,0,0,0,0,0,0
asalkan yang mengimpor daerah khusus ibukota sepi sepi saja tidak bakal osang asing,0,0,0,0,0,0,0
dia,1,0,0,0,1,0,2
apa atuhlah sudah saja nete dulu benar yang goblok,1,0,0,0,0,1,2
dan siapapun yang pro pemerintah langsung dicap kafir komunis dan pro dan asing matanya melek rien,1,0,0,1,0,0,2
sementara satu pintu antrean rata rata hanya bisa menampung sekitar penonton dengan pengawasan dari empat petugas keamanan rabu seru kedanim,0,0,0,0,0,0,0
betul pak tapi banyak juga rakyat sudah mengerti untuk tidak melihat agamanya semua teror bom dan aksi teror hanyalah mereka yang mau berkuasa di republik ini,0,0,0,0,0,0,0
ikuti gue baca dan kamu kiraan setan wkwk,0,0,0,0,0,0,0
tak punya cacat di masa lalu karena belum bermasa lalu,0,0,0,0,0,0,0
semoga istikamah xf x f x x di nikita mirzani banyak orang saleh di malam hari dan menjadi kafir di pagi hari begitupun sebaliknya menjadi istikamah itu perjuangan dan hidayah allah itu rahasia semua makhluk berhak mendapatkannya,0,0,0,0,0,0,0
hampir di seluruh gereja katolik lokal begitu,0,0,0,0,0,0,0
ngentot dong,0,0,0,0,0,0,0
ya kamu jualan ke mesir lah yang sama negara islam apa dagang ke yahudi,0,0,0,0,0,0,0
jangan karena baju minyak beras sedikit hilang hidup yang sesungguhnya ganti presiden,0,0,0,0,0,0,0
allah subhanahu taala wa halalkan harta rampasan malah janjikan banyak rampasan muslim harus buang islam teriak sebelum no korupsi,0,1,1,0,0,0,2
ahok kafir takut debat dengan rakyat asli pribumi nelayan dan para pakar reklamasi dari rakyat ahok kafir bencong,1,0,1,0,0,1,3
buzzer partai politik pada sibuk naikan rating partai politiknya dan liberal syiah amp komunis sibuk jualan sekte agamanya dan ncbi sibuk jualan junjungannya periode dan bani jamban masih sibuk muja napi transparan dan sebagian besar lalai akan waktu,0,1,1,0,0,0,2
lama lama berita ada bom dan teroris jadi terdengar biasa kalau seperti ini kemarin lusa di wilayah surabaya barat katanya ada penggerebekan terduga teroris tapi kucari beritanya di internet enggak ada padahal di lokasi pada heboh berita,0,0,0,0,0,0,0
nih aku tanya lagi itu utang era jokowi semua bencong pasti diam lagi sih gembel warung internet banci kaleng xf x f x x xf x f xa xa x f x x xf x f xa xa,1,0,0,0,0,1,2
apa dia pikir korban yang tewas itu bukan orang manusia sontoloyo kayak begini kok bisa jadi anggota komisi nasional ham saya enggak rela uang pajak saya membayar gaji orang goblok yang tidak memiliki empati ini,1,0,0,0,0,0,1
komisi pemberantasan korupsi bubarkan saja tidak ada manfaatnya hanya buang uang rakyat mengurus hal korupsi juga sama dengan polisi impoten lembaga ini lebih baik di lebur saja di era presiden baru toh rakyat indonesia sudah tidak percaya dua institusi in,0,1,0,0,0,0,1
selamat anjing ayo ah bari minum kopi menonton seni budaya sunda wayang golek dimana saja anu hadir,0,0,0,0,0,0,0
wasit ini picek,1,0,0,0,1,0,2
retweet program jokowi bagi bagi sertifikat mengangkat ekonomi rakyat rakyat juga merasa lebih tenang kok dengan adanya sertifikat tanah jokowi,0,0,0,0,0,0,0
kamu lah homo yang paling sial bajingan goblok kalau terlalu gian kamu amput anjing di tepi jalan itu kamu semoga terima nya balasan nanti,1,0,0,0,0,1,2
kalau bagaimana begini rakyat tidak curiga bahwa rezim sekarang islam anti pak uniform resource locator,1,0,1,0,0,0,2
bhayangkara pembina keamanan dan ketertiban masyarakat desa sidoarjo kepolisian sektor pringsewu kota brigadir polisi aris si sambang silaturahmi di kantor lembaga swadaya masyarakat gerakan masyarakat bawah indonesia yang berada di desa sidoarjo sekaligus mengajak para anggota gerakan masyarakat bawah indonesia untuk peran aktif menjaga keamanan dan ketertiban masyarakat menjelang pilihan gubernur dan wakil gubernur,0,0,0,0,0,0,0
apa hasilnya susilo bambang yudhoyono berkuasa selama tahun proyek pada mangkrak dan korupsi besar besaran uniform resource locator,1,0,0,0,0,0,1
tidak melihat tapi merasa wkwk dan gue merasa lagi tot sama setan,0,0,0,0,0,0,0
dosen oi adek armando kembali dipolisikan terkait penodaan agama denny mempersoalkan,0,0,0,0,0,0,0
partai demokrasi indonesia perjuangan sebut puan maharani jadi prioritas calon wakil presiden waaaaaw jadi calon wakil presiden jokowi jokowi puan keren sip aku setuju banget biar ganti presiden bisa nyata oke lah kalau begitu keren viva,0,1,0,0,0,0,1
hanya kaum bani cabul yang bisa bohongi dan bahkan untuk makan pun dia berbohong katakan mau pulang agar ada donatur xf x f x x xf x f x x x f x x dan rasakanlah azab allah xf x f xa xa xf x f,0,1,0,0,0,1,2
monyet komunis piaraan cina loleng kamu,1,0,0,1,0,0,2
tag partainya tidak berani berarti kamu banci,1,0,0,0,0,1,2
cebong ya cebong kamfrettt ya kaum anda yang cuma nyinyir kaum pemalas,0,1,0,0,0,0,1
tidak apa apa aku menjadi yahudi karena mereka,0,0,0,0,0,0,0
yeuhhh dasar pucuk kontol,1,0,0,0,0,0,1
di katolik data keluarga sangat rapi jadi kalau ada yang pisah harusnya termonitor tidak bisa menghilang begitu saja karena menyangkut keluarganya,0,0,0,0,0,0,0
masalah dia i penulis ucapan kad cina raya ellooo itu,1,0,0,1,0,0,2
dengan kekuatan ekonomi kita sekarang kalau kita punya daerah reklamasi distrik bisnis dan pelabuhan bersebelahan lonjakan ekonomi kita akan fenomenal pertumbuhan bahkan lebih dan indeks harga saham gabungan bukan tidak mungkin,0,0,0,0,0,0,0
saya yakin mereka komunis zionis yahudi,0,1,1,1,0,0,3
slogan tipu teriak saya pancasila saya indonesia di dalam hati saya komunis,1,0,0,1,0,0,2
anda didungukan islam alquran mengajarkan amoral ansor sebagai agama islam punya posisi moralnya sendiri,0,1,1,0,0,0,2
bacot ya kalian,0,1,0,0,0,0,1
ini yang bilang masa saya tau saya kan autis ya,0,0,0,0,0,0,0
itulah perbedaan kita kata yang cocok untuk mereka ialah keparat xf x f x xa xf x f x xa,0,1,0,0,0,0,1
terdiam dengan hasil pemilihan kepala daerah daerah khusus ibukota benarkah anies sandi menang karena sara,1,0,0,0,0,0,1
yang mana di sekolah katolik tak pernah ada gue kalau ketemu teman yang smpnya di katolik terbagus itu minder habis,0,0,0,0,0,0,0
sama,0,0,0,0,0,0,0
bacot kamu,1,0,0,0,0,0,1
tapi percayalah diantara mereka yang beragama justru para pembajak agama itulah yang paling fasih melafalkan ayat tuhan dan segala kutukan terburuk keluar dari mulut mereka atas nama ayat tuhan,0,1,1,0,0,0,2
islam nusantara ada tidak bedanya sama nusantara cebong,0,1,1,0,0,0,2
kamu,1,0,1,0,0,0,2
cina ahoker sekarang berani akan bayar pribumi aparat aparat korup kamu legalkan aktivitas mereka cina bangsa bukan suku di indonesia usir cina,0,1,0,1,0,0,2
mungkin bagaimana kementerian agama menghapus teroris di islam indonesia lukman hakim si tidak paham islam,0,1,1,0,0,0,2
kita bukan takut kita cuma mau ganyang partai komunis indonesia bahaya kalau embrio iblisnya berkembang biak,0,1,0,1,0,0,2
maunya ganti presiden dan kami akan mendukung pilihan rakyat dan ulama semoga pilihannya untuk prabowo anis matta insya allah,0,0,0,0,0,0,0
betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,0,0,0,0,1
akhirnya saya paham bahwa hati menggunakan ideologi apa tujuannya apa maksudnya apa dan targetnya siapa sedikit banyak saya paham tetapi saya tidak mau mengatakan mereka dengan kata kafir setan atau lainnya saya cuma mendoakan agar orang tersebut,0,0,0,0,0,0,0
kalau pemerintah ini marah berarti rezim komunis,0,1,0,1,0,0,2
memang mayoritas citizen dekat sini tak wajib kawin but kita yang islam mau dok sini pon jangan lah terikut sekali allahu akbar pesan kata diri sendiri saja,0,0,0,0,0,0,0
kamu manusia homo,1,0,0,0,0,1,2
bagaimana nih satu xc xb nya organisasi kemahasiswaan yang mampu bertahan mempertahankan ajaran xc xb bung karno sejak presiden pertama itu diturunkan dari tampuk kekuasaan oleh rejim orde baru pada eksistensi amp konsistensi bagaimana nih pun terus bertahan melewati,0,0,0,0,0,0,0
sekarang lagi menerjemahkan cina,0,1,0,1,0,0,2
jilbab tapi akhlak ncuihhh,1,0,0,0,0,1,2
keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan peserta rapat kerja cabang khusus kota gunung sitoli gubernur zaman now djarotsihar sumutpilih keren djarot sihar menang gunung sitoli partai demokrasi indonesia perjuangan,0,0,0,0,0,0,0
idiot kira dong islammu yang mana kalian itu tidak lebih dari gerombolan penjual ayat dan agama islam dungu di rawat jadi kalian tak akan pernah bisa bedakan benar dan rocky gerung mengatakan islam saja kamu pada tidak mengerti artinya,0,1,1,0,1,0,3
waspada di semua lini sudah banyak penyusup kader partai komunis indonesia dan antek cina komunis,0,1,0,1,0,0,2
aceh usir gubernur kalimantan manado usir anggota dewan jakarta yang satu mengusir ke arab yang satu lagi mengusir ke cina asyik nih lagi tren usir usiran,0,1,0,0,0,0,1
koar koar nya gerakan umat eh dukungan politik bani cabul otak se monas xf x f x x,0,1,1,0,0,1,3
ceramah hukum zakat menurut al alquran amp hadis bertempat di sekolah menengah kejuruan agama saratok sarawak pada,0,0,0,0,0,0,0
pendukung jokowi jangan asal klaim dana pembangunan bandara kertajati dari anggaran pendapatan dan belanja daerah jabar pembangunan bandara kertajati mampu menghimpun dana yang tidak tergantung sepenuhnya pada kocek negara gubernur jabar ini tekadnya baik kata menteri perhubungan,0,0,0,0,0,0,0
memang semua yang tidak beriman kepada allah itu dan kafir semua nabi yang pernah diutus beriman kepada allah terus kamu memaksakan referensi orang kafir pakai kaidah orang kamu muslim memaksakan resep dokter buat bikin rumah namanya tidak menyambung dongoooo,1,0,1,0,0,0,2
memang benar kami ingin ganti mudah dan ekonomi makin membaik tidak sesulit sekarang,1,0,0,0,0,0,1
sasaeng sasaeng your eyes picek a,1,0,0,0,1,0,2
alah banci kamu juga,1,0,0,0,0,1,2
menanggapi cuitan di indonesia presiden jokowi diejek antek asing amp asing sementara di luar dia malah dikagumi karena sikap tegas amp beraninya terhadap klaim republik rakyat cina di laut cina selatan apalagi ketika negara asia tenggara lain pada manut dengan kalau,0,0,0,0,0,0,0
prabowo lolos dari jerat hukum sementara seluruh anggota tim mawar dijatuhi hukuman pidana penjara dkp,1,0,0,0,0,0,1
hmmm saya mencium aroma aroma jablay dan pantas saja bangsat iya pergi kamu,1,0,0,0,0,1,2
aksi dukung pilih presiden kok suaranya senada pribumi rakyat indonesia perlu diberi tahu semua karena ada buzzer bayaran cina,0,1,0,1,0,0,2
fix sinting dia,1,0,0,0,1,0,2
gila orang,1,0,0,0,1,0,2
ternyata gue salah sangka selama ini dasar penipu bejat laknat sering disunat,1,0,0,0,0,0,1
kamu mirip muka kontol monyet,1,0,0,0,1,1,3
banci kaleng malu tidak bisa jawab pertanyaan kami dari hari lalu koe nyungsep uniform locator resource,1,0,0,0,0,1,2
urut tradisional lelaki indonesia musafir di malaysia dan minyak full body aromatik in buah pala sunflower dan minyak zakar in lintah hitam papua daun bungkus tangkur buaya bulus zaitun dan herba hiv semua penyakit jamu kuat pria amp manjakani wa,0,0,0,0,0,0,0
gue lebih setuju kalau dewan perwakilan rakyat yang di bubarkan,0,1,0,0,0,0,1
dulu kita selalu mengucap kata sayang di penghujung malam kini tak lebih dari dua orang asing yang terkadang diam diam merindukan masa lalu,0,0,0,0,0,0,0
dasar bolot uniform,1,0,0,0,1,0,2
seperti yang saya katakan soal pekerjaan jangan dicampur adukkan dengan kesempatan mengembangkan ilmu belum tentu mengerjakan yang butuh pengenalan warna contohnya bidang seni rupa melarang buta warna,0,0,0,0,0,0,0
presiden joko widodo jokowi meminta agar sistem perizinan berusaha terintegrasi secara online atau online single submission bisa segera diterapkan baik di kementerian di tingkat provinsi di tingkat kabupaten di tingkat kota,0,0,0,0,0,0,0
